User_Id,Sex,Sports_IF,MovieGenres_IF,MusicGenres_IF,Hobbies_IF,TravelPreferences_IF,FoodPreferences_IF,Books_IF,VideoGames_IF,OutdoorActivities_IF,LifestylePreferences_IF,Age
315,female,"Tennis, Gymnastics, Running, Basketball, Yoga, Cycling","Animated, Drama, Fantasy, Documentary, Horror, Mystery, Action","Folk, Reggae, Country","Gaming, Crafting, Reading","Wildlife Safaris, Historical Sites, Countryside, Beaches","Seafood, Chinese, Desserts","Science Fiction, Fantasy, Poetry, Biographies, Non-Fiction, Thriller, Romance, Self-help, Fiction",Strategy,"Camping, Hiking, Rock Climbing, Fishing, Picnicking, Surfing, Boating, Stargazing, Skiing, Bird Watching","Volunteering, Sustainability, Fitness, Tech Gadgets, Fashion, Mindfulness, Entrepreneurship, Socializing, DIY Projects, Minimalism",27
316,female,"Swimming, Football, Tennis, Gymnastics","Horror, Documentary, Comedy, Action, Fantasy, Animated",EDM,"Dancing, Reading, Writing, Painting, Gaming, Cooking, Photography","Countryside, Cities, Mountains, Wildlife Safaris, Luxury Resorts","Mediterranean, Japanese, Italian, Desserts, BBQ, Seafood","Non-Fiction, Fiction, Mystery, Self-help, Thriller, Biographies, Fantasy, Poetry, Romance","Strategy, Puzzle, Adventure, Indie","Picnicking, Bird Watching, Boating, Camping, Surfing, Fishing, Hiking, Rock Climbing, Skiing","Fitness, Socializing, Minimalism, Entrepreneurship, Volunteering",33
317,female,"Yoga, Swimming","Documentary, Fantasy, Romance",,"Gaming, Reading, Writing, Dancing, Crafting, Knitting, Cooking, Painting, Gardening, Photography","Beaches, Road Trips","Desserts, Chinese, Seafood, Vegan, Mediterranean, Japanese, Indian","Fantasy, Romance, Biographies, Science Fiction, Mystery, Thriller, Non-Fiction, Poetry, Fiction","Simulation, Strategy, Fighting, Sports, FPS, RPG, Action, Puzzle",,"Socializing, Fitness, DIY Projects, Fashion, Entrepreneurship, Tech Gadgets, Minimalism, Volunteering",20
318,female,"Swimming, Basketball, Cricket, Tennis, Running, Badminton, Football, Yoga, Cycling",Comedy,"Country, Classical, Hip-hop, Pop, Reggae, Blues, Jazz, EDM, Folk, Rock","Gardening, Gaming, Reading, Knitting, Cooking, Writing, Photography, Crafting","Luxury Resorts, Beaches, Cultural Festivals, Mountains, Cities","Seafood, BBQ, Chinese, Desserts, Indian, Italian, Mediterranean, Mexican, Vegan, Japanese","Non-Fiction, Thriller, Self-help, Fiction, Romance, Mystery, Fantasy, Poetry, Biographies","Sports, FPS, Strategy, Action, Simulation, Fighting, Indie, Adventure, Puzzle","Rock Climbing, Surfing, Hiking, Bird Watching, Camping, Stargazing, Picnicking, Boating","Tech Gadgets, DIY Projects",22
319,female,Yoga,"Animated, Documentary, Drama, Horror, Sci-Fi, Fantasy, Romance, Mystery, Action, Comedy","Hip-hop, Reggae, Classical, EDM","Gardening, Reading, Crafting, Writing, Dancing, Painting, Gaming, Photography, Knitting, Cooking","Countryside, Road Trips, Mountains","Mediterranean, Indian, Italian, Mexican, Chinese, Seafood, Japanese","Mystery, Science Fiction, Romance","Puzzle, Strategy, Adventure, RPG, Action, Indie, Sports, Simulation, Fighting","Surfing, Fishing, Camping, Hiking","Tech Gadgets, Fitness, Socializing, Mindfulness, Sustainability, Entrepreneurship, Fashion, Volunteering, Minimalism",36
320,female,"Cycling, Cricket, Gymnastics, Swimming, Tennis, Yoga","Action, Mystery, Comedy, Animated, Drama, Sci-Fi, Romance, Fantasy, Documentary, Horror","Reggae, Hip-hop, Rock, EDM, Pop","Reading, Gardening, Dancing, Knitting, Photography, Painting","Historical Sites, Beaches, Countryside, Adventure Sports, Wildlife Safaris, Luxury Resorts, Mountains, Road Trips, Cultural Festivals","Italian, Desserts, Indian, Vegan","Fiction, Poetry, Romance, Self-help",Strategy,"Picnicking, Stargazing, Bird Watching, Skiing, Rock Climbing, Fishing, Hiking, Surfing, Camping",Socializing,31
321,female,"Basketball, Cricket, Swimming","Mystery, Drama, Animated, Comedy, Horror, Romance, Documentary, Sci-Fi","Classical, Rock, Jazz, Blues","Gaming, Painting, Crafting, Reading, Dancing, Knitting, Writing","Historical Sites, Cities, Luxury Resorts",Japanese,"Fantasy, Biographies, Romance, Science Fiction, Thriller, Self-help","Strategy, Simulation, Adventure, RPG, Puzzle, Sports, Indie","Picnicking, Hiking",DIY Projects,35
322,female,"Swimming, Tennis, Cycling, Basketball",,,"Writing, Reading, Photography, Knitting, Gaming, Gardening","Wildlife Safaris, Adventure Sports","Japanese, Indian, Seafood, Vegan, Mexican",Biographies,"Simulation, Adventure, Strategy, Action, Sports, Puzzle, RPG","Camping, Fishing, Hiking, Surfing, Rock Climbing, Skiing, Stargazing, Boating, Bird Watching, Picnicking","Entrepreneurship, Minimalism, Fitness, Tech Gadgets",35
323,female,"Cycling, Yoga","Comedy, Sci-Fi, Mystery, Romance, Action, Fantasy, Horror, Animated, Drama","EDM, Blues, Country, Rock, Folk","Cooking, Gardening, Crafting, Knitting, Reading, Gaming",Adventure Sports,"Chinese, Japanese, Desserts, Mediterranean, Indian","Poetry, Biographies, Fantasy, Science Fiction, Thriller, Fiction, Self-help, Mystery, Non-Fiction, Romance","Simulation, Adventure, Strategy, FPS, Puzzle, Action, Fighting","Rock Climbing, Picnicking, Camping, Surfing, Bird Watching","Sustainability, DIY Projects, Entrepreneurship, Fashion, Volunteering, Socializing, Mindfulness, Minimalism, Fitness, Tech Gadgets",36
324,female,"Running, Gymnastics, Swimming, Badminton, Football, Cycling","Mystery, Animated, Action, Fantasy, Documentary, Sci-Fi","Rock, Folk, Pop, EDM, Reggae, Classical, Hip-hop, Country","Painting, Cooking, Photography, Knitting, Crafting, Writing","Beaches, Cultural Festivals, Countryside, Historical Sites, Wildlife Safaris, Mountains, Luxury Resorts, Cities","Indian, Vegan, Japanese, Seafood, BBQ, Mediterranean, Chinese","Thriller, Fantasy, Non-Fiction, Poetry, Self-help, Romance, Mystery, Biographies, Science Fiction","Fighting, Sports, Adventure, FPS, Simulation, RPG","Bird Watching, Rock Climbing, Stargazing, Surfing, Fishing",,23
325,female,"Gymnastics, Swimming, Basketball, Cricket, Tennis, Cycling, Running, Badminton, Football","Sci-Fi, Mystery, Romance, Horror, Animated, Fantasy","Classical, Hip-hop, Blues, Rock, Jazz, Pop, Folk, EDM","Painting, Dancing, Reading","Luxury Resorts, Road Trips, Historical Sites, Mountains, Cultural Festivals, Countryside, Cities, Beaches, Adventure Sports","Mexican, Japanese, Desserts, Mediterranean, Vegan, BBQ, Italian",,"Action, Simulation, RPG","Bird Watching, Picnicking, Hiking, Boating, Surfing, Stargazing, Rock Climbing, Camping, Fishing, Skiing","Tech Gadgets, Volunteering, Fitness, Entrepreneurship, Fashion, Mindfulness, Sustainability, Socializing, DIY Projects, Minimalism",34
326,female,"Cricket, Running, Swimming","Comedy, Action, Mystery, Fantasy, Romance","Rock, Classical, Pop, Reggae, Blues, EDM, Hip-hop, Country, Jazz, Folk","Gaming, Knitting, Cooking, Reading, Gardening, Dancing, Painting, Photography","Adventure Sports, Luxury Resorts, Cities","BBQ, Seafood, Japanese, Mexican, Mediterranean, Desserts, Indian","Thriller, Science Fiction, Self-help, Fantasy, Non-Fiction, Romance, Mystery, Biographies, Fiction","FPS, Adventure, Sports, Action, Fighting","Camping, Surfing, Hiking, Skiing, Stargazing, Bird Watching, Boating","Socializing, Sustainability, Fashion, Volunteering, Mindfulness, DIY Projects",37
327,female,"Running, Cricket, Cycling, Badminton, Gymnastics, Football, Yoga, Basketball","Fantasy, Sci-Fi, Drama, Action, Comedy, Documentary, Animated, Romance, Horror","Folk, Rock, Classical, Reggae, EDM, Hip-hop, Blues","Reading, Crafting, Cooking, Writing, Painting, Knitting, Gaming","Countryside, Luxury Resorts, Historical Sites, Adventure Sports, Wildlife Safaris, Mountains","Desserts, Vegan, Italian, Japanese, BBQ, Seafood, Indian","Fiction, Self-help","Fighting, FPS, Adventure, Sports, Indie, Action, Puzzle, Strategy, RPG","Boating, Stargazing, Picnicking, Skiing, Camping, Surfing","Socializing, Volunteering, Fitness, Tech Gadgets, Sustainability, Minimalism, DIY Projects, Mindfulness, Fashion, Entrepreneurship",26
328,female,"Basketball, Yoga, Swimming, Gymnastics","Horror, Documentary, Drama",,"Cooking, Writing, Gaming","Cities, Beaches, Countryside, Luxury Resorts, Cultural Festivals, Road Trips, Wildlife Safaris","BBQ, Italian, Vegan, Japanese, Indian, Chinese, Mediterranean, Desserts",,"Adventure, Fighting, Indie, RPG, Puzzle, Sports, Action","Rock Climbing, Boating, Skiing, Surfing, Hiking, Bird Watching, Stargazing, Picnicking, Fishing","Fitness, Socializing",39
329,female,"Gymnastics, Tennis, Cycling, Basketball, Yoga, Cricket, Football","Comedy, Animated, Drama, Action","Hip-hop, Pop, Classical, Jazz, Blues, Reggae, Rock, Country, Folk, EDM","Writing, Reading, Gaming, Dancing","Countryside, Mountains, Adventure Sports, Luxury Resorts, Beaches, Wildlife Safaris, Cultural Festivals","Chinese, BBQ, Italian, Indian, Mediterranean, Seafood, Vegan, Mexican","Biographies, Non-Fiction, Fantasy, Mystery, Science Fiction, Romance, Poetry","Strategy, Action, Simulation, Fighting, FPS, Adventure, Indie, RPG, Puzzle",,"Volunteering, Fashion, Mindfulness, Fitness, DIY Projects",31
330,female,Badminton,"Documentary, Animated, Horror, Romance, Drama, Fantasy, Comedy, Sci-Fi, Mystery, Action","Country, Jazz, Pop, Hip-hop, Reggae, Rock, Classical, Folk, Blues, EDM","Gaming, Gardening, Cooking","Luxury Resorts, Beaches","Chinese, Desserts, Indian",,"Action, Puzzle, Simulation, RPG, Indie, FPS, Adventure, Strategy, Sports, Fighting","Bird Watching, Boating, Stargazing","Fashion, Tech Gadgets, Socializing, DIY Projects",35
331,female,"Cycling, Swimming, Running, Football, Tennis, Yoga, Basketball","Mystery, Fantasy, Horror, Sci-Fi, Romance, Animated, Action, Documentary","EDM, Country, Folk, Blues, Rock, Pop","Knitting, Cooking, Painting","Historical Sites, Adventure Sports, Countryside, Cultural Festivals",Mediterranean,"Poetry, Self-help, Fantasy, Non-Fiction","Action, Fighting, Sports, Indie, Simulation, Strategy",Stargazing,"Mindfulness, Entrepreneurship, Minimalism, DIY Projects",33
332,female,Football,"Mystery, Comedy, Animated, Horror, Sci-Fi","Hip-hop, Pop, Jazz, Blues, Reggae, Rock, EDM","Crafting, Painting, Photography, Reading, Gaming, Knitting","Adventure Sports, Cultural Festivals, Beaches, Cities",,"Fiction, Thriller, Non-Fiction, Romance, Fantasy, Biographies, Mystery","Strategy, Action, Adventure, FPS, Indie, Simulation","Surfing, Boating, Camping, Fishing, Stargazing, Skiing, Rock Climbing, Hiking, Picnicking, Bird Watching","Fashion, Entrepreneurship, Volunteering, DIY Projects",32
333,female,"Tennis, Football, Gymnastics, Swimming, Running, Yoga, Cricket, Basketball, Cycling","Romance, Comedy, Drama, Documentary, Animated, Mystery, Horror, Action, Fantasy",EDM,"Painting, Gaming, Writing, Photography, Gardening, Knitting, Cooking, Dancing, Crafting, Reading",,"Mexican, Vegan, BBQ, Japanese, Indian, Italian",Fiction,"Fighting, RPG, Puzzle, Adventure, Simulation, Indie","Bird Watching, Rock Climbing, Fishing, Camping, Skiing, Boating, Picnicking","Tech Gadgets, Fitness, Volunteering, Socializing, Minimalism, Entrepreneurship",30
334,female,"Basketball, Running, Gymnastics, Football","Drama, Mystery, Horror, Documentary, Sci-Fi, Fantasy, Animated, Action, Romance, Comedy","Rock, Blues, Hip-hop, Folk","Photography, Dancing, Cooking, Reading, Gaming, Crafting, Writing, Painting","Road Trips, Beaches, Mountains, Cultural Festivals, Luxury Resorts, Historical Sites","BBQ, Mexican, Desserts, Vegan, Mediterranean, Japanese",Biographies,"Indie, Adventure, RPG, Sports",Boating,"Entrepreneurship, Socializing, Sustainability, Tech Gadgets, Fashion, Fitness, DIY Projects",36
335,female,"Cricket, Football","Horror, Drama, Fantasy, Romance, Sci-Fi, Mystery, Action, Animated, Documentary","Rock, Reggae, Blues, Pop, Folk, EDM, Hip-hop, Jazz","Knitting, Writing, Cooking, Gardening, Gaming, Reading, Painting, Dancing, Crafting","Historical Sites, Beaches, Cities, Adventure Sports, Wildlife Safaris, Countryside, Mountains, Road Trips, Cultural Festivals, Luxury Resorts","Vegan, Seafood, Mediterranean, Indian, Mexican","Science Fiction, Biographies, Fantasy, Non-Fiction, Poetry, Mystery","Action, Fighting, Strategy, Puzzle, FPS, Indie, Simulation, Sports, Adventure, RPG","Hiking, Picnicking, Rock Climbing, Camping","Tech Gadgets, Fashion, Socializing, DIY Projects",28
336,female,"Yoga, Badminton, Running, Basketball, Cycling, Football, Swimming","Mystery, Documentary, Sci-Fi","Country, Classical, Blues, Rock, EDM, Reggae","Writing, Reading, Photography, Knitting, Crafting, Cooking, Dancing, Gaming, Gardening, Painting","Beaches, Historical Sites, Adventure Sports, Countryside, Cities, Cultural Festivals, Wildlife Safaris","BBQ, Japanese, Indian, Desserts, Chinese, Italian, Vegan, Seafood, Mexican","Fantasy, Thriller, Self-help, Science Fiction, Romance, Fiction, Biographies, Non-Fiction","Action, Fighting, Indie, RPG, Strategy, FPS, Sports, Simulation, Adventure, Puzzle","Bird Watching, Fishing","Volunteering, Entrepreneurship, Minimalism, Mindfulness, DIY Projects, Fashion",37
337,female,,"Romance, Horror, Action","Rock, EDM, Blues, Pop, Country, Jazz, Hip-hop, Classical, Folk, Reggae",Painting,"Wildlife Safaris, Road Trips, Adventure Sports, Countryside, Cities, Mountains, Beaches, Luxury Resorts, Historical Sites, Cultural Festivals","Seafood, Mexican, Indian, Vegan, Japanese, Desserts, Italian, Mediterranean, Chinese","Non-Fiction, Biographies, Fantasy, Self-help, Mystery",,Surfing,"Minimalism, Entrepreneurship",36
338,female,"Cricket, Badminton, Football, Running, Basketball, Swimming, Yoga, Gymnastics","Romance, Comedy, Mystery, Documentary","Pop, Blues, Classical, Country",,"Countryside, Historical Sites, Beaches, Cities, Adventure Sports, Mountains, Wildlife Safaris","Seafood, Mexican, Desserts, Chinese, BBQ, Indian, Japanese, Mediterranean, Italian, Vegan",,"Indie, Fighting, FPS, Puzzle, Action, RPG, Simulation, Adventure","Boating, Rock Climbing, Skiing, Bird Watching, Fishing, Hiking, Stargazing","Socializing, Minimalism, Entrepreneurship, Tech Gadgets, Mindfulness, Fitness, Fashion, DIY Projects, Sustainability",20
339,female,"Cricket, Running, Yoga, Tennis, Football, Swimming, Cycling, Badminton, Basketball, Gymnastics","Drama, Horror, Mystery, Action, Romance, Documentary, Sci-Fi, Animated",Rock,"Gaming, Painting, Writing","Luxury Resorts, Cities, Historical Sites, Mountains, Cultural Festivals, Road Trips, Countryside, Adventure Sports","Desserts, Japanese, Italian, Chinese","Fiction, Fantasy, Self-help, Poetry","Strategy, Sports, Fighting, Action","Hiking, Stargazing, Boating, Rock Climbing","Socializing, Fashion, Fitness, Minimalism, Volunteering, Tech Gadgets",34
340,female,"Gymnastics, Yoga, Basketball, Cricket, Swimming, Running, Football","Sci-Fi, Horror, Romance","Classical, Rock, EDM, Jazz, Reggae, Blues","Crafting, Dancing, Gardening, Writing, Reading, Photography",,Seafood,"Thriller, Romance, Science Fiction, Mystery, Poetry","Strategy, Action, Fighting, Adventure, Simulation, Indie, RPG, Puzzle, Sports, FPS","Rock Climbing, Fishing, Surfing","Sustainability, Mindfulness, Socializing, Volunteering, Entrepreneurship, Fashion, Minimalism, DIY Projects",30
341,female,"Tennis, Basketball, Cycling, Football, Running, Gymnastics, Yoga, Badminton","Mystery, Romance, Horror, Animated, Fantasy, Comedy, Documentary, Sci-Fi, Action, Drama","Pop, Rock, Folk, EDM, Country, Blues",,"Cultural Festivals, Wildlife Safaris, Adventure Sports","Italian, BBQ, Desserts, Mexican, Chinese, Vegan","Fiction, Science Fiction, Romance, Poetry, Self-help","Fighting, FPS, Sports","Boating, Skiing, Stargazing, Camping, Fishing, Surfing, Rock Climbing, Bird Watching","Sustainability, Minimalism, Entrepreneurship, Volunteering, Tech Gadgets, Socializing, DIY Projects, Fitness, Mindfulness, Fashion",23
342,female,Cycling,,,"Reading, Gaming","Historical Sites, Cultural Festivals, Cities, Mountains, Luxury Resorts, Road Trips, Beaches, Countryside, Wildlife Safaris","BBQ, Chinese, Vegan, Italian","Non-Fiction, Biographies, Thriller, Science Fiction, Self-help",Strategy,"Surfing, Rock Climbing, Picnicking, Fishing, Boating, Stargazing, Hiking, Camping, Skiing, Bird Watching","Fitness, Tech Gadgets, Minimalism, Sustainability, DIY Projects, Socializing",26
343,female,"Swimming, Badminton, Running, Cricket","Comedy, Action, Sci-Fi, Animated",,,"Wildlife Safaris, Countryside, Road Trips, Historical Sites, Cities, Beaches","Indian, BBQ, Mexican, Italian, Japanese, Mediterranean, Seafood, Vegan","Thriller, Poetry, Science Fiction, Romance, Non-Fiction, Biographies, Fantasy","Fighting, Adventure, Strategy, Indie, Simulation, RPG, Sports, Puzzle, Action","Rock Climbing, Stargazing, Picnicking","DIY Projects, Sustainability",27
344,female,"Gymnastics, Tennis, Cycling, Cricket, Swimming, Running, Yoga","Action, Fantasy, Horror, Drama, Mystery, Romance, Documentary, Comedy, Sci-Fi, Animated","Rock, Hip-hop, Jazz","Knitting, Cooking, Painting, Dancing, Gaming","Luxury Resorts, Beaches, Cities, Wildlife Safaris, Mountains","Chinese, Indian, Desserts","Mystery, Romance, Science Fiction, Poetry, Fantasy, Non-Fiction, Self-help, Thriller, Biographies","FPS, Simulation, Indie","Fishing, Surfing",,32
345,female,"Cycling, Running, Cricket, Gymnastics, Yoga, Badminton","Horror, Romance, Animated, Fantasy","Country, Hip-hop, Folk, Reggae, Blues","Photography, Writing, Cooking, Painting, Dancing","Road Trips, Cultural Festivals, Adventure Sports, Beaches, Luxury Resorts, Cities","Indian, Seafood, Mediterranean, Vegan, Desserts, BBQ",Self-help,"Puzzle, Sports, Fighting, Adventure, Simulation, Indie, FPS, Action, Strategy, RPG","Camping, Boating, Bird Watching, Surfing, Hiking","DIY Projects, Fitness, Volunteering, Mindfulness",23
346,female,"Gymnastics, Cricket, Swimming, Basketball, Cycling","Romance, Mystery, Drama","Folk, Pop, Blues, Reggae, Jazz","Crafting, Dancing, Writing, Reading, Cooking, Gardening, Gaming, Painting, Knitting","Adventure Sports, Beaches, Road Trips, Cultural Festivals, Countryside, Historical Sites","Vegan, Desserts, Italian, Japanese, Mediterranean, BBQ, Chinese","Science Fiction, Biographies, Non-Fiction","Strategy, Adventure, RPG, Indie","Stargazing, Hiking, Camping, Bird Watching, Boating","Sustainability, Fitness, Mindfulness, Fashion, Minimalism, Socializing, Volunteering",29
